name,uri,conf_uri,roles,cnt_paper,homepage,bio,depiction,mbox_sha1sum,cnt_mbox,organization,organization_uri,cnt_org
Avron Barr,http://data.semanticweb.org/person/avron-barr,http://data.semanticweb.org/conference/iswc/2001,Participant,1,,,,,0,Aldo ventures,http://data.semanticweb.org/organization/aldo-ventures,1
Baiju Shah,http://data.semanticweb.org/person/baiju-shah,http://data.semanticweb.org/conference/iswc/2001,Participant,0,,,,,0,Accenture,http://data.semanticweb.org/organization/accenture,1
Barney Pell,http://data.semanticweb.org/person/barney-pell,http://data.semanticweb.org/conference/iswc/2001,Participant,0,,,,,0,Whizbang !,http://data.semanticweb.org/organization/whizbang-,1
Benjamin Grosof,http://data.semanticweb.org/person/benjamin-grosof,http://data.semanticweb.org/conference/iswc/2001,PC Member,0,,,,4a5be6ce326bfa04a7cb29a77e944795b93ce7b4,1,Massachusetts Institute of Technology,http://data.semanticweb.org/organization/massachusetts-institute-of-technology,1
Bernard Moulin,http://data.semanticweb.org/person/bernard-moulin,http://data.semanticweb.org/conference/iswc/2001,Participant,1,,,,,0,Laval University,http://data.semanticweb.org/organization/laval-university,1
Bernard Vatant,http://data.semanticweb.org/person/bernard-vatant,http://data.semanticweb.org/conference/iswc/2001,Participant;Speaker,0,,,,c41a0811e1ec7c7259452111eac911d42aea7005,1,Mondeca,http://data.semanticweb.org/organization/mondeca,1
Bertram Ludaescher,http://data.semanticweb.org/person/bertram-ludaescher,http://data.semanticweb.org/conference/iswc/2001,Participant,0,,,,,0,,,0
Bill Zoellick,http://data.semanticweb.org/person/bill-zoellick,http://data.semanticweb.org/conference/iswc/2001,Participant,0,,,,,0,,,0
B.J. Wielinga,http://data.semanticweb.org/person/bj-wielinga,http://data.semanticweb.org/conference/iswc/2001,,1,,,,,0,University of Amsterdam,http://data.semanticweb.org/organization/university-of-amsterdam,1
Bob J. Wielinga,http://data.semanticweb.org/person/bob-j-wielinga,http://data.semanticweb.org/conference/iswc/2001,Participant,0,,,,,0,University of Amsterdam,http://data.semanticweb.org/organization/university-of-amsterdam,1
Bob Smith,http://data.semanticweb.org/person/bob-smith,http://data.semanticweb.org/conference/iswc/2001,Participant,0,,,,,0,,,0
Bob Spillers,http://data.semanticweb.org/person/bob-spillers,http://data.semanticweb.org/conference/iswc/2001,Organization Staff,0,,,,,0,Stanford University,http://data.semanticweb.org/organization/stanford-university,1
Boris Wolf,http://data.semanticweb.org/person/boris-wolf,http://data.semanticweb.org/conference/iswc/2001,Participant,1,,,,,0,University of Hanover,http://data.semanticweb.org/organization/university-of-hanover,1
Borys Omelayenko,http://data.semanticweb.org/person/borys-omelayenko,http://data.semanticweb.org/conference/iswc/2001,Reviewer,0,,,,,0,,,0
Boyd Waters,http://data.semanticweb.org/person/boyd-waters,http://data.semanticweb.org/conference/iswc/2001,Participant,0,,,,,0,,,0
Bradley P. Allen,http://data.semanticweb.org/person/bradley-p-allen,http://data.semanticweb.org/conference/iswc/2001,Participant,0,,,,,0,,,0
Bret Peterson,http://data.semanticweb.org/person/bret-peterson,http://data.semanticweb.org/conference/iswc/2001,Participant,0,,,,,0,NCRR,http://data.semanticweb.org/organization/ncrr,1
Brett Lider,http://data.semanticweb.org/person/brett-lider,http://data.semanticweb.org/conference/iswc/2001,Participant,0,,,,,0,Razorfish,http://data.semanticweb.org/organization/razorfish,1
Brian Kettler,http://data.semanticweb.org/person/brian-kettler,http://data.semanticweb.org/conference/iswc/2001,Participant,1,,,,,0,ISX Corporation,http://data.semanticweb.org/organization/isx-corporation,1
Brian McBride,http://data.semanticweb.org/person/brian-mcbride,http://data.semanticweb.org/conference/iswc/2001,PC Member,0,,,,0d7dd1a7d62a5ddade3286937288aa04a8f028a1,1,Hewlett-Packard,http://data.semanticweb.org/organization/hewlett-packard,1
Bryan Pelz,http://data.semanticweb.org/person/bryan-pelz,http://data.semanticweb.org/conference/iswc/2001,,1,,,,,0,Fetch Technologies,http://data.semanticweb.org/organization/fetch-technologies,1
Buddy Kresge,http://data.semanticweb.org/person/buddy-kresge,http://data.semanticweb.org/conference/iswc/2001,,1,,,,,0,Essential Logic,http://data.semanticweb.org/organization/essential-logic,1
Carol Maxwell,http://data.semanticweb.org/person/carol-maxwell,http://data.semanticweb.org/conference/iswc/2001,Participant,0,,,,,0,Stanford University,http://data.semanticweb.org/organization/stanford-university,1
Carole Goble,http://data.semanticweb.org/person/carole-goble,http://data.semanticweb.org/conference/iswc/2001,Participant,1,,,,,0,University of Manchester,http://data.semanticweb.org/organization/university-of-manchester,1
Carolyn Sleeth,http://data.semanticweb.org/person/carolyn-sleeth,http://data.semanticweb.org/conference/iswc/2001,,1,,,,,0,SRI Consulting Business Intelligence,http://data.semanticweb.org/organization/sri-consulting-business-intelligence,1
Catherine Faron-Zucker,http://data.semanticweb.org/person/catherine-faron-zucker,http://data.semanticweb.org/conference/iswc/2001,,1,,,,,0,INRIA,http://data.semanticweb.org/organization/inria,1
Cecilia Bastarrica,http://data.semanticweb.org/person/cecilia-bastarrica,http://data.semanticweb.org/conference/iswc/2001,Reviewer,0,,,,,0,,,0
Celina Imielinska,http://data.semanticweb.org/person/celina-imielinska,http://data.semanticweb.org/conference/iswc/2001,Participant,0,,,,,0,Rutgers University,http://data.semanticweb.org/organization/rutgers-university,1
"Charles E. Phillips, Jr.",http://data.semanticweb.org/person/charles-e-phillips-jr,http://data.semanticweb.org/conference/iswc/2001,Reviewer,0,,,,,0,,,0
Charles Earl,http://data.semanticweb.org/person/charles-earl,http://data.semanticweb.org/conference/iswc/2001,,1,,,,,0,Palm,http://data.semanticweb.org/organization/palm,1
Charles K. Nicholas,http://data.semanticweb.org/person/charles-k-nicholas,http://data.semanticweb.org/conference/iswc/2001,,1,,,,,0,"University of Maryland, Baltimore County",http://data.semanticweb.org/organization/university-of-maryland-baltimore-county,1
Charles Petrie,http://data.semanticweb.org/person/charles-petrie,http://data.semanticweb.org/conference/iswc/2001,Tutorial Session Chair;Tutorial Facilitator;Speaker;Facilitator,0,http://nrc.stanford.edu/~petrie/home.html,,,d5c83cc89fb461a2b5cd99721709f873563e2f42,1,Stanford University,http://data.semanticweb.org/organization/stanford-university,1
Chris Partridge,http://data.semanticweb.org/person/chris-partridge,http://data.semanticweb.org/conference/iswc/2001,Participant,0,,,,,0,LABSEB-CNR,http://data.semanticweb.org/organization/labseb-cnr,1
Christian Fillies,http://data.semanticweb.org/person/christian-fillies,http://data.semanticweb.org/conference/iswc/2001,Participant,1,,,,,0,Semtation GmbH,http://data.semanticweb.org/organization/semtation-gmbh,1
Christian Guensel,http://data.semanticweb.org/person/christian-guensel,http://data.semanticweb.org/conference/iswc/2001,Participant,0,,,,,0,Leipzig University,http://data.semanticweb.org/organization/leipzig-university,1
Christina Portillo,http://data.semanticweb.org/person/christina-portillo,http://data.semanticweb.org/conference/iswc/2001,,1,,,,,0,Boeing,http://data.semanticweb.org/organization/boeing,1
Christina Wicka,http://data.semanticweb.org/person/christina-wicka,http://data.semanticweb.org/conference/iswc/2001,Participant,0,,,,,0,,,0
Christine Jacquin,http://data.semanticweb.org/person/christine-jacquin,http://data.semanticweb.org/conference/iswc/2001,,1,,,,,0,University of Nantes,http://data.semanticweb.org/organization/university-of-nantes,1
Christoph Bussler,http://data.semanticweb.org/person/christoph-bussler,http://data.semanticweb.org/conference/iswc/2001,Participant;Tutorial Organizer,0,,,,69f31aaebd904cd1b472c03e807dc41af33bd86e,1,Oracle,http://data.semanticweb.org/organization/oracle,1
Christopher Goad,http://data.semanticweb.org/person/christopher-goad,http://data.semanticweb.org/conference/iswc/2001,Participant,1,,,,,0,Behaviorengine,http://data.semanticweb.org/organization/behaviorengine,1
Christopher Welty,http://data.semanticweb.org/person/christopher-welty,http://data.semanticweb.org/conference/iswc/2001,Participant,0,,,,,0,Vassar College,http://data.semanticweb.org/organization/vassar-college,1
Christos Tryfonas,http://data.semanticweb.org/person/christos-tryfonas,http://data.semanticweb.org/conference/iswc/2001,Participant,0,,,,,0,Sprint,http://data.semanticweb.org/organization/sprint,1
Chutiporn Anutariya,http://data.semanticweb.org/person/chutiporn-anutariya,http://data.semanticweb.org/conference/iswc/2001,Participant,1,,,,,0,Asian Institute of Technology,http://data.semanticweb.org/organization/asian-institute-of-technology,1
Claudio Bartolini,http://data.semanticweb.org/person/claudio-bartolini,http://data.semanticweb.org/conference/iswc/2001,,1,,,,,0,Hewlett Packard Laboratories,http://data.semanticweb.org/organization/hewlett-packard-laboratories,1
Claus Eikemeier,http://data.semanticweb.org/person/claus-eikemeier,http://data.semanticweb.org/conference/iswc/2001,,1,,,,,0,FHS St. Gallen University of Applied Sciences,http://data.semanticweb.org/organization/fhs-st-gallen-university-of-applied-sciences,1
Clifford A Behrens,http://data.semanticweb.org/person/clifford-a-behrens,http://data.semanticweb.org/conference/iswc/2001,Pannellist,0,,,,32a5912828a89ce05c4a57462f182a384181ffc5,1,Telcordia Technologies,http://data.semanticweb.org/organization/telcordia-technologies,1
Clifford Behrens,http://data.semanticweb.org/person/clifford-behrens,http://data.semanticweb.org/conference/iswc/2001,Participant,1,,,,,0,Telcordia Technologies,http://data.semanticweb.org/organization/telcordia-technologies,1
Cormac Twomey,http://data.semanticweb.org/person/cormac-twomey,http://data.semanticweb.org/conference/iswc/2001,Participant,0,,,,,0,,,0
Dan Brickley,http://data.semanticweb.org/person/dan-brickley,http://data.semanticweb.org/conference/iswc/2001,Participant;PC Member,0,,,,362ce75324396f0aa2d3e5f1246f40bf3bb44401,1,W3C;University of Bristol,http://data.semanticweb.org/organization/w3c;http://data.semanticweb.org/organization/university-of-bristol,2
Dan Connolly,http://data.semanticweb.org/person/dan-connolly,http://data.semanticweb.org/conference/iswc/2001,Participant,0,,,,,0,W3C,http://data.semanticweb.org/organization/w3c,1
Dan Gillmor,http://data.semanticweb.org/person/dan-gillmor,http://data.semanticweb.org/conference/iswc/2001,Participant,0,,,,,0,San Jose Mercury News,http://data.semanticweb.org/organization/san-jose-mercury-news,1
Daniel Rubin,http://data.semanticweb.org/person/daniel-rubin,http://data.semanticweb.org/conference/iswc/2001,Participant,1,,,,,0,Stanford University,http://data.semanticweb.org/organization/stanford-university,1
Dave J. Beckett,http://data.semanticweb.org/person/dave-j-beckett,http://data.semanticweb.org/conference/iswc/2001,Participant,0,,,,,0,University of Bristol,http://data.semanticweb.org/organization/university-of-bristol,1
Dave McComb,http://data.semanticweb.org/person/dave-mccomb,http://data.semanticweb.org/conference/iswc/2001,Participant,0,,,,,0,,,0
David Boncarosky,http://data.semanticweb.org/person/david-boncarosky,http://data.semanticweb.org/conference/iswc/2001,Participant,1,,,,,0,CMU,http://data.semanticweb.org/organization/cmu,1
David Dabbs,http://data.semanticweb.org/person/david-dabbs,http://data.semanticweb.org/conference/iswc/2001,Participant,0,,,,,0,,,0
David H. Jones,http://data.semanticweb.org/person/david-h-jones,http://data.semanticweb.org/conference/iswc/2001,Participant,0,,,,,0,,,0
David L. Martin,http://data.semanticweb.org/person/david-l-martin,http://data.semanticweb.org/conference/iswc/2001,Participant,1,,,,,0,SRI International,http://data.semanticweb.org/organization/sri-international,1
David Law,http://data.semanticweb.org/person/david-law,http://data.semanticweb.org/conference/iswc/2001,Participant,0,,,,,0,Sprint,http://data.semanticweb.org/organization/sprint,1
David N Allsopp,http://data.semanticweb.org/person/david-n-allsopp,http://data.semanticweb.org/conference/iswc/2001,Participant,1,,,,,0,QinetiQ Ltd,http://data.semanticweb.org/organization/qinetiq-ltd,1
David Trastour,http://data.semanticweb.org/person/david-trastour,http://data.semanticweb.org/conference/iswc/2001,Participant,1,,,,,0,Hewlett-Packard,http://data.semanticweb.org/organization/hewlett-packard,1
Deborah McGuinness,http://data.semanticweb.org/person/deborah-mcguinness,http://data.semanticweb.org/conference/iswc/2001,Participant;Organizer;Speaker;Facilitator;Session Chair,2,http://www.ksl.stanford.edu/people/dlm/,,,71ff9c05d8111e6a4bfcbd452a5c5579b24c39dc,1,Knowledge Systems Laboratory;Stanford University,http://data.semanticweb.org/organization/knowledge-systems-laboratory;http://data.semanticweb.org/organization/stanford-university,2
Debra J. Chrapaty,http://data.semanticweb.org/person/debra-j-chrapaty,http://data.semanticweb.org/conference/iswc/2001,Participant,0,,,,,0,,,0
Diane Oliver,http://data.semanticweb.org/person/diane-oliver,http://data.semanticweb.org/conference/iswc/2001,Participant,1,,,,,0,Stanford University,http://data.semanticweb.org/organization/stanford-university,1
Diego Calvanese,http://data.semanticweb.org/person/diego-calvanese,http://data.semanticweb.org/conference/iswc/2001,Participant,1,,,,,0,Sapienza University of Rome,http://data.semanticweb.org/organization/sapienza-university-of-rome,1
Diego Ventura,http://data.semanticweb.org/person/diego-ventura,http://data.semanticweb.org/conference/iswc/2001,Participant,0,,,,,0,,,0
Dieter Fensel,http://data.semanticweb.org/person/dieter-fensel,http://data.semanticweb.org/conference/iswc/2001,Pannellist;PC Member;Participant,3,,,,10423a09caace55c738bf34cc53d7c37494db82d,1,Vrije Universiteit Amsterdam,http://data.semanticweb.org/organization/vrije-universiteit-amsterdam,1
Dima Skvortsov,http://data.semanticweb.org/person/dima-skvortsov,http://data.semanticweb.org/conference/iswc/2001,Participant,0,,,,,0,,,0
Dimitris Plexousakis,http://data.semanticweb.org/person/dimitris-plexousakis,http://data.semanticweb.org/conference/iswc/2001,PC Member,0,,,,23bb759762da3a685f2657adb391386b270f004e,1,FORTH-ICS,http://data.semanticweb.org/organization/forth-ics,1
Don Johnson,http://data.semanticweb.org/person/don-johnson,http://data.semanticweb.org/conference/iswc/2001,Participant,0,,,,,0,,,0
Donald Needham,http://data.semanticweb.org/person/donald-needham,http://data.semanticweb.org/conference/iswc/2001,Reviewer,0,,,,,0,,,0
Donald Smith,http://data.semanticweb.org/person/donald-smith,http://data.semanticweb.org/conference/iswc/2001,Participant,0,,,,,0,Rutgers University,http://data.semanticweb.org/organization/rutgers-university,1
Donna Romer,http://data.semanticweb.org/person/donna-romer,http://data.semanticweb.org/conference/iswc/2001,Participant,0,,,,,0,,,0
Doug du Boulay,http://data.semanticweb.org/person/doug-du-boulay,http://data.semanticweb.org/conference/iswc/2001,,1,,,,,0,University of Western Australia,http://data.semanticweb.org/organization/university-of-western-australia,1
Doug Engelbart,http://data.semanticweb.org/person/doug-engelbart,http://data.semanticweb.org/conference/iswc/2001,Speaker,0,,,,,0,,,0
Douglas R. Smith,http://data.semanticweb.org/person/douglas-r-smith,http://data.semanticweb.org/conference/iswc/2001,Participant,1,,,,,0,Kestrel,http://data.semanticweb.org/organization/kestrel,1
Drew McDermott,http://data.semanticweb.org/person/drew-mcdermott,http://data.semanticweb.org/conference/iswc/2001,Participant,1,,,,,0,Yale University,http://data.semanticweb.org/organization/yale-university,1
Dru McCandless,http://data.semanticweb.org/person/dru-mccandless,http://data.semanticweb.org/conference/iswc/2001,Participant,0,,,,,0,,,0
Duncan Johnston-Watt,http://data.semanticweb.org/person/duncan-johnston-watt,http://data.semanticweb.org/conference/iswc/2001,Participant,0,,,,,0,Enigmatec,http://data.semanticweb.org/organization/enigmatec,1
Eckhart Köppen,http://data.semanticweb.org/person/eckhart-koeppen,http://data.semanticweb.org/conference/iswc/2001,,1,,,,,0,40Hz.org,http://data.semanticweb.org/organization/40hzorg,1
Elisa F Kendall,http://data.semanticweb.org/person/elisa-f-kendall,http://data.semanticweb.org/conference/iswc/2001,Participant,0,,,,,0,Sandpiper software,http://data.semanticweb.org/organization/sandpiper-software,1
Emmanuel Desmontils,http://data.semanticweb.org/person/emmanuel-desmontils,http://data.semanticweb.org/conference/iswc/2001,Participant,1,,,,,0,"IRIN, University of Nantes",http://data.semanticweb.org/organization/irin-university-of-nantes,1
Enrico Franconi,http://data.semanticweb.org/person/enrico-franconi,http://data.semanticweb.org/conference/iswc/2001,Participant,0,,,,,0,University of Manchester,http://data.semanticweb.org/organization/university-of-manchester,1
Enrico Motta,http://data.semanticweb.org/person/enrico-motta,http://data.semanticweb.org/conference/iswc/2001,Participant;PC Member,1,,,,28a0f82609671f47d811e6bee865afb23abfb8db,1,"The Open University;KMi, The Open University",http://data.semanticweb.org/organization/the-open-university;http://data.semanticweb.org/organization/kmi-the-open-university,2
Eric Elias,http://data.semanticweb.org/person/eric-elias,http://data.semanticweb.org/conference/iswc/2001,Participant,0,,,,,0,VerticalNet,http://data.semanticweb.org/organization/verticalnet,1
Eric Miller,http://data.semanticweb.org/person/eric-miller,http://data.semanticweb.org/conference/iswc/2001,Participant;PC Member;Speaker,0,,,,fd1c7fa497930b8b24e3998927fcebe63509ef20,1,W3C,http://data.semanticweb.org/organization/w3c,1
Eric Prud'hommeaux,http://data.semanticweb.org/person/eric-prudhommeaux,http://data.semanticweb.org/conference/iswc/2001,Participant,0,,,,,0,W3C,http://data.semanticweb.org/organization/w3c,1
Fabio Casati,http://data.semanticweb.org/person/fabio-casati,http://data.semanticweb.org/conference/iswc/2001,Participant;Tutorial Speaker,0,,,,f9bcf1fe6d9c962fc3843b99432226f1dd05c032,1,Hewlett Packard Laboratories;Hewlett-Packard,http://data.semanticweb.org/organization/hewlett-packard-laboratories;http://data.semanticweb.org/organization/hewlett-packard,2
Farid Cerbah,http://data.semanticweb.org/person/farid-cerbah,http://data.semanticweb.org/conference/iswc/2001,Reviewer,0,,,,,0,,,0
Felice Curcelli,http://data.semanticweb.org/person/felice-curcelli,http://data.semanticweb.org/conference/iswc/2001,Participant,0,,,,,0,,,0
Feng Zhang,http://data.semanticweb.org/person/feng-zhang,http://data.semanticweb.org/conference/iswc/2001,Reviewer,0,,,,,0,,,0
Filip Perich,http://data.semanticweb.org/person/filip-perich,http://data.semanticweb.org/conference/iswc/2001,,1,,,,,0,"University of Maryland, Baltimore County",http://data.semanticweb.org/organization/university-of-maryland-baltimore-county,1
Frank van Harmelen,http://data.semanticweb.org/person/frank-van-harmelen,http://data.semanticweb.org/conference/iswc/2001,PC Member,0,,,,2e2a5cde8ca55d7bf875b9f0ff22dcfe9199b8b3,1,Vrije Universiteit Amsterdam,http://data.semanticweb.org/organization/vrije-universiteit-amsterdam,1
Frauke Weichhardt,http://data.semanticweb.org/person/frauke-weichhardt,http://data.semanticweb.org/conference/iswc/2001,Participant,0,,,,,0,Semtation GmbH,http://data.semanticweb.org/organization/semtation-gmbh,1
Frehiwot Fisseha,http://data.semanticweb.org/person/frehiwot-fisseha,http://data.semanticweb.org/conference/iswc/2001,Participant,1,,,,,0,"FAO, Roma",http://data.semanticweb.org/organization/fao-roma,1
Fumihiko Nishio,http://data.semanticweb.org/person/fumihiko-nishio,http://data.semanticweb.org/conference/iswc/2001,,1,,,,,0,Sony,http://data.semanticweb.org/organization/sony,1
Gabe Wachob,http://data.semanticweb.org/person/gabe-wachob,http://data.semanticweb.org/conference/iswc/2001,,1,,,,,0,Visa Inc.,http://data.semanticweb.org/organization/visa-inc,1
Gary Gannon,http://data.semanticweb.org/person/gary-gannon,http://data.semanticweb.org/conference/iswc/2001,Participant,0,,,,,0,,,0
Gerd Wagner,http://data.semanticweb.org/person/gerd-wagner,http://data.semanticweb.org/conference/iswc/2001,,1,,,,,0,Eindhoven University of Technology,http://data.semanticweb.org/organization/eindhoven-university-of-technology,1
Gerlinde Gall,http://data.semanticweb.org/person/gerlinde-gall,http://data.semanticweb.org/conference/iswc/2001,Organization Staff,0,,,,,0,Stanford University,http://data.semanticweb.org/organization/stanford-university,1
Gholam Sheikholeslami,http://data.semanticweb.org/person/gholam-sheikholeslami,http://data.semanticweb.org/conference/iswc/2001,Participant,0,,,,,0,Cisco Systems,http://data.semanticweb.org/organization/cisco-systems,1
Gio Wiederhold,http://data.semanticweb.org/person/gio-wiederhold,http://data.semanticweb.org/conference/iswc/2001,,2,,,,,0,Stanford University,http://data.semanticweb.org/organization/stanford-university,1
Giuseppe De Giacomo,http://data.semanticweb.org/person/giuseppe-de-giacomo,http://data.semanticweb.org/conference/iswc/2001,Participant,1,,,,,0,Sapienza University of Rome,http://data.semanticweb.org/organization/sapienza-university-of-rome,1
Graham Klyne,http://data.semanticweb.org/person/graham-klyne,http://data.semanticweb.org/conference/iswc/2001,Participant,0,,,,,0,,,0
Greg Whittemore,http://data.semanticweb.org/person/greg-whittemore,http://data.semanticweb.org/conference/iswc/2001,Participant,0,,,,,0,,,0
Gueorgui Marinov,http://data.semanticweb.org/person/gueorgui-marinov,http://data.semanticweb.org/conference/iswc/2001,Participant,0,,,,,0,Ontotext,http://data.semanticweb.org/organization/ontotext,1
Guido Geerts,http://data.semanticweb.org/person/guido-geerts,http://data.semanticweb.org/conference/iswc/2001,Participant,1,,,,,0,University of Delaware,http://data.semanticweb.org/organization/university-of-delaware,1
Guus Scheiber,http://data.semanticweb.org/person/guus-scheiber,http://data.semanticweb.org/conference/iswc/2001,PC Member,0,,,,3c0172b1453ab7c40ed48725b510b2615840c6b9,1,University of Amsterdam,http://data.semanticweb.org/organization/university-of-amsterdam,1
Hadhami Dhraief,http://data.semanticweb.org/person/hadhami-dhraief,http://data.semanticweb.org/conference/iswc/2001,,1,,,,,0,University of Hanover,http://data.semanticweb.org/organization/university-of-hanover,1
Hans Holger Rath,http://data.semanticweb.org/person/hans-holger-rath,http://data.semanticweb.org/conference/iswc/2001,Speaker,0,,,,,0,,,0
Harold Boley,http://data.semanticweb.org/person/harold-boley,http://data.semanticweb.org/conference/iswc/2001,Participant,1,,,,,0,Kaiserslautern University of Technology,http://data.semanticweb.org/organization/kaiserslautern-university-of-technology,1
Harry Chen,http://data.semanticweb.org/person/harry-chen,http://data.semanticweb.org/conference/iswc/2001,Participant,1,,,,,0,"University of Maryland, Baltimore County",http://data.semanticweb.org/organization/university-of-maryland-baltimore-county,1
Hawley K. Rising III,http://data.semanticweb.org/person/hawley-k-rising-iii,http://data.semanticweb.org/conference/iswc/2001,Participant,0,,,,,0,Sony,http://data.semanticweb.org/organization/sony,1
Heiner Stuckenschmidt,http://data.semanticweb.org/person/heiner-stuckenschmidt,http://data.semanticweb.org/conference/iswc/2001,PC Member,0,,,,d52ec7eb9b3270147dc7771e9cf74ca2243f7a86,1,University of Bremen,http://data.semanticweb.org/organization/university-of-bremen,1
