name,uri,conf_uri,roles,cnt_paper,homepage,bio,depiction,mbox_sha1sum,cnt_mbox,organization,organization_uri,cnt_org
Alexander Borgida,http://data.semanticweb.org/person/alexander-borgida,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,Rutgers University,http://data.semanticweb.org/organization/rutgers-university,1
Alexander Ivanyukovich,http://data.semanticweb.org/person/alexander-ivanyukovich,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,Trient Consulting Group Srl,http://data.semanticweb.org/organization/trient-consulting-group-srl,1
Alexander Löser,http://data.semanticweb.org/person/alexander-loeser,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Research Track),0,,,,,0,Berlin Institute of Technology,http://data.semanticweb.org/organization/berlin-institute-of-technology,1
Alexander Seeliger,http://data.semanticweb.org/person/alexander-seeliger,http://data.semanticweb.org/conference/iswc/2012,,0,,,,,0,Technische Universität Darmstadt,http://data.semanticweb.org/organization/technische-universitaet-darmstadt,1
Alexandra Poulovassilis,http://data.semanticweb.org/person/alexandra-poulovassilis,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Research Track),0,,,,,0,"Birkbeck, University of London",http://data.semanticweb.org/organization/birkbeck-university-of-london,1
Alexandre Passant,http://data.semanticweb.org/person/alexandre-passant,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Research Track);PC Member at ISWC2012 (Semantic Web in Use);PC Member at ISWC2012 (Posters and Demos),0,,,,,0,"DERI, Galway",http://data.semanticweb.org/organization/deri-galway,1
Alexey Boyarsky,http://data.semanticweb.org/person/alexey-boyarsky,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,EPFL,http://data.semanticweb.org/organization/epfl,1
Alois Haselboeck,http://data.semanticweb.org/person/alois-haselboeck,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Evaluation Track),0,,,,,0,Siemens,http://data.semanticweb.org/organization/siemens,1
Amal Zouaq,http://data.semanticweb.org/person/amal-zouaq,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Semantic Web in Use);Chair,0,,,,,0,Royal Military College of Canada,http://data.semanticweb.org/organization/royal-military-college-of-canada,1
Amar Djalil Mezaour,http://data.semanticweb.org/person/amar-djalil-mezaour,http://data.semanticweb.org/conference/iswc/2012,,0,,,,,0,"EXALEAD, Dassault Systèmes",http://data.semanticweb.org/organization/exalead-dassault-systemes,1
Amel Bennaceur,http://data.semanticweb.org/person/amel-bennaceur,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,INRIA,http://data.semanticweb.org/organization/inria,1
Amit Sheth,http://data.semanticweb.org/person/amit-sheth,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Research Track);PC Member at ISWC2012 (Industrial Track);PC Member at ISWC2012 (Semantic Web Challenge),1,http://knoesis.org/~amit;http://knoesis.wright.edu/amit,,,,0,"Kno.e.sis, Wright State University",http://data.semanticweb.org/organization/knoesis-wright-state-university,1
Ana Armas,http://data.semanticweb.org/person/ana-armas,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,University of Oxford,http://data.semanticweb.org/organization/university-of-oxford,1
Anastasia Analyti,http://data.semanticweb.org/person/anastasia-analyti,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,FORTH-ICS,http://data.semanticweb.org/organization/forth-ics,1
Anastasios Kementsietsidis,http://data.semanticweb.org/person/anastasios-kementsietsidis,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Research Track),1,https://researcher.ibm.com/researcher/view.php?person=us?akement,,,,0,IBM Research,http://data.semanticweb.org/organization/ibm-research,1
Andrea Giovanni Nuzzolese,http://data.semanticweb.org/person/andrea-giovanni-nuzzolese,http://data.semanticweb.org/conference/iswc/2012,,2,,,,,0,University of Bologna;ISTC-CNR,http://data.semanticweb.org/organization/university-of-bologna;http://data.semanticweb.org/organization/istc-cnr,2
Andrea Maurino,http://data.semanticweb.org/person/andrea-maurino,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,University of Milan Bicocca,http://data.semanticweb.org/organization/university-of-milan-bicocca,1
Andreas Harth,http://data.semanticweb.org/person/andreas-harth,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Evaluation Track);Senior PC Member at ISWC2012 (Research Track);Semantic Web Challenge Chair;Chair,1,http://harth.org/andreas,,,,0,"AIFB, University of Karlsruhe",http://data.semanticweb.org/organization/aifb-university-of-karlsruhe,1
Andreas Hotho,http://data.semanticweb.org/person/andreas-hotho,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Research Track),0,,,,,0,University of Würzburg,http://data.semanticweb.org/organization/university-of-wuerzburg,1
Andreas Thalhammer,http://data.semanticweb.org/person/andreas-thalhammer,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,University of Innsbruck,http://data.semanticweb.org/organization/university-of-innsbruck,1
Andreas Thor,http://data.semanticweb.org/person/andreas-thor,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,Leipzig University,http://data.semanticweb.org/organization/leipzig-university,1
Andreas Zankl,http://data.semanticweb.org/person/andreas-zankl,http://data.semanticweb.org/conference/iswc/2012,,2,,,,,0,University of Queensland,http://data.semanticweb.org/organization/university-of-queensland,1
Andrew Sellers,http://data.semanticweb.org/person/andrew-sellers,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,University of Oxford,http://data.semanticweb.org/organization/university-of-oxford,1
Andriana Gkaniatsou,http://data.semanticweb.org/person/andriana-gkaniatsou,http://data.semanticweb.org/conference/iswc/2012,,0,,,,,0,University of Edinburgh,http://data.semanticweb.org/organization/university-of-edinburgh,1
Angel García Crespo,http://data.semanticweb.org/person/angel-garcia-crespo,http://data.semanticweb.org/conference/iswc/2012,,0,http://www.uc3m.es/portal/page/portal/grupos_investigacion/softlab/AngelGarciaCrespo,,,,0,Charles III University of Madrid,http://data.semanticweb.org/organization/charles-iii-university-of-madrid,1
Anika Schumann,http://data.semanticweb.org/person/anika-schumann,http://data.semanticweb.org/conference/iswc/2012,,2,http://researcher.watson.ibm.com/researcher/view.php?person=ie-anika.schumann,,,,0,IBM Research,http://data.semanticweb.org/organization/ibm-research,1
Anisa Rula,http://data.semanticweb.org/person/anisa-rula,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,University of Milan Bicocca,http://data.semanticweb.org/organization/university-of-milan-bicocca,1
Annika Hinze,http://data.semanticweb.org/person/annika-hinze,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,University of Waikato,http://data.semanticweb.org/organization/university-of-waikato,1
Ansgar Scherp,http://data.semanticweb.org/person/ansgar-scherp,http://data.semanticweb.org/conference/iswc/2012,,0,,,,,0,University of Koblenz and Landau,http://data.semanticweb.org/organization/university-of-koblenz-and-landau,1
Antoine Isaac,http://data.semanticweb.org/person/antoine-isaac,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Evaluation Track),0,,,,,0,Vrije Universiteit Amsterdam,http://data.semanticweb.org/organization/vrije-universiteit-amsterdam,1
Antoine Zimmermann,http://data.semanticweb.org/person/antoine-zimmermann,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Research Track),0,,,,,0,École Nationale Supérieure des Mines de Saint-Étienne,http://data.semanticweb.org/organization/ecole-nationale-superieure-des-mines-de-saint-etienne,1
Anupriya Ankolekar,http://data.semanticweb.org/person/anupriya-ankolekar,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Semantic Web in Use),0,,,,,0,Hewlett Packard Laboratories,http://data.semanticweb.org/organization/hewlett-packard-laboratories,1
Arantza Illarramendi,http://data.semanticweb.org/person/arantza-illarramendi,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Research Track),0,,,,,0,University of the Basque Country,http://data.semanticweb.org/organization/university-of-the-basque-country,1
Archana Venbakam,http://data.semanticweb.org/person/archana-venbakam,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,YarcData,http://data.semanticweb.org/organization/yarcdata,1
Aris Gkoulalas-Divanis,http://data.semanticweb.org/person/aris-gkoulalas-divanis,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,IBM Research,http://data.semanticweb.org/organization/ibm-research,1
Armin Haller,http://data.semanticweb.org/person/armin-haller,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Semantic Web in Use),0,,,,,0,"DERI, Galway",http://data.semanticweb.org/organization/deri-galway,1
Arne Peters,http://data.semanticweb.org/person/arne-peters,http://data.semanticweb.org/conference/iswc/2012,,0,,,,,0,University of Koblenz and Landau,http://data.semanticweb.org/organization/university-of-koblenz-and-landau,1
Asunción Gómez-Pérez,http://data.semanticweb.org/person/asuncion-gomez-perez,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Evaluation Track),0,,,,,0,Technical University of Madrid,http://data.semanticweb.org/organization/technical-university-of-madrid,1
Avigdor Gal,http://data.semanticweb.org/person/avigdor-gal,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Research Track),0,,,,,0,Technion – Israel Institute of Technology,http://data.semanticweb.org/organization/technion-israel-institute-of-technology,1
Axel-Cyrille Ngonga Ngomo,http://data.semanticweb.org/person/axel-cyrille-ngonga-ngomo,http://data.semanticweb.org/conference/iswc/2012,,3,http://bis.uni-leipzig.de/AxelNgonga,,,,0,Leipzig University,http://data.semanticweb.org/organization/leipzig-university,1
Axel Polleres,http://data.semanticweb.org/person/axel-polleres,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Posters and Demos);Senior PC Member at ISWC2012 (Research Track),0,http://www.polleres.net,,,,0,"Siemens;DERI, Galway",http://data.semanticweb.org/organization/siemens;http://data.semanticweb.org/organization/deri-galway,2
Bastian Krayer,http://data.semanticweb.org/person/bastian-krayer,http://data.semanticweb.org/conference/iswc/2012,,0,,,,,0,University of Koblenz and Landau,http://data.semanticweb.org/organization/university-of-koblenz-and-landau,1
Bastien Rance,http://data.semanticweb.org/person/bastien-rance,http://data.semanticweb.org/conference/iswc/2012,,0,,,,,0,National Library of Medicine,http://data.semanticweb.org/organization/national-library-of-medicine,1
Benjamin Grosof,http://data.semanticweb.org/person/benjamin-grosof,http://data.semanticweb.org/conference/iswc/2012,Organizer,0,http://www.mit.edu/~bgrosof,,,,0,Vulcan Inc.,http://data.semanticweb.org/organization/vulcan-inc,1
Benoit Christophe,http://data.semanticweb.org/person/benoit-christophe,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Research Track),0,,,,,0,Alcatel-Lucent Bell Labs France,http://data.semanticweb.org/organization/alcatel-lucent-bell-labs-france,1
Bernardo Cuenca Grau,http://data.semanticweb.org/person/bernardo-cuenca-grau,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Research Track),1,,,,,0,University of Oxford,http://data.semanticweb.org/organization/university-of-oxford,1
Bernardo Magnini,http://data.semanticweb.org/person/bernardo-magnini,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,Fondazione Bruno Kessler,http://data.semanticweb.org/organization/fondazione-bruno-kessler,1
Bernhard Schandl,http://data.semanticweb.org/person/bernhard-schandl,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Research Track);PC Member at ISWC2012 (Posters and Demos),0,,,,,0,Gnowsis,http://data.semanticweb.org/organization/gnowsis,1
Bernie Innocenti,http://data.semanticweb.org/person/bernie-innocenti,http://data.semanticweb.org/conference/iswc/2012,Organizer,0,,,,,0,Sugar Labs,http://data.semanticweb.org/organization/sugar-labs,1
Bert van Nuffelen,http://data.semanticweb.org/person/bert-van-nuffelen,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,Tenforce,http://data.semanticweb.org/organization/tenforce,1
Bhavani Thuraisingham,http://data.semanticweb.org/person/bhavani-thuraisingham,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,University of Texas at Dallas,http://data.semanticweb.org/organization/university-of-texas-at-dallas,1
Bijan Parsia,http://data.semanticweb.org/person/bijan-parsia,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Research Track),3,http://www.cs.man.ac.uk/~bparsia,,,,0,University of Manchester,http://data.semanticweb.org/organization/university-of-manchester,1
Birte Glimm,http://data.semanticweb.org/person/birte-glimm,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Research Track);Posters and Demos Chair,2,,,,,0,University of Ulm,http://data.semanticweb.org/organization/university-of-ulm,1
Blazej Bulka,http://data.semanticweb.org/person/blazej-bulka,http://data.semanticweb.org/conference/iswc/2012,,0,,,,,0,Clark & Parsia,http://data.semanticweb.org/organization/clark-parsia,1
Bo Fu,http://data.semanticweb.org/person/bo-fu,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Research Track),0,,,,,0,University of Victoria,http://data.semanticweb.org/organization/university-of-victoria,1
Bojan Bozic,http://data.semanticweb.org/person/bojan-bozic,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,Austrian Institute of Technology,http://data.semanticweb.org/organization/austrian-institute-of-technology,1
Boris Motik,http://data.semanticweb.org/person/boris-motik,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Research Track),0,,,,,0,University of Oxford,http://data.semanticweb.org/organization/university-of-oxford,1
Brian Kettler,http://data.semanticweb.org/person/brian-kettler,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Research Track),0,,,,,0,Lockheed Martin,http://data.semanticweb.org/organization/lockheed-martin,1
Bruno Alves,http://data.semanticweb.org/person/bruno-alves,http://data.semanticweb.org/conference/iswc/2012,,1,http://iig.hevs.ch,,,,0,University of Applied Sciences and Arts Western Switzerland,http://data.semanticweb.org/organization/university-of-applied-sciences-and-arts-western-switzerland,1
Bryan Thompson,http://data.semanticweb.org/person/bryan-thompson,http://data.semanticweb.org/conference/iswc/2012,,0,http://www.linkedin.com/profile/view?id=108429323,,,,0,Systap,http://data.semanticweb.org/organization/systap,1
Carlo Allocca,http://data.semanticweb.org/person/carlo-allocca,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,"KMi, The Open University",http://data.semanticweb.org/organization/kmi-the-open-university,1
Carlo Curino,http://data.semanticweb.org/person/carlo-curino,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Research Track),0,,,,,0,Yahoo! Research,http://data.semanticweb.org/organization/yahoo-research,1
Carlos Buil-Aranda,http://data.semanticweb.org/person/carlos-buil-aranda,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,Technical University of Madrid,http://data.semanticweb.org/organization/technical-university-of-madrid,1
Carlos Pedrinaci,http://data.semanticweb.org/person/carlos-pedrinaci,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Semantic Web in Use),1,,,,,0,"KMi, The Open University",http://data.semanticweb.org/organization/kmi-the-open-university,1
Carlos Viegas Damásio,http://data.semanticweb.org/person/carlos-viegas-damasio,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,Universidade Nova de Lisboa,http://data.semanticweb.org/organization/universidade-nova-de-lisboa,1
Caroline Barrière,http://data.semanticweb.org/person/caroline-barriere,http://data.semanticweb.org/conference/iswc/2012,Organizer,0,http://www.crim.ca/en/r-d/bottin_recherche/?fiche=/fr/r-d/technologie_internet/equipe/fiche22.html,,,,0,Université de Montréal,http://data.semanticweb.org/organization/universite-de-montreal,1
Carsten Keßler,http://data.semanticweb.org/person/carsten-keler,http://data.semanticweb.org/conference/iswc/2012,,0,http://carsten.io,,,,0,University of Münster,http://data.semanticweb.org/organization/university-of-muenster,1
Carsten Lutz,http://data.semanticweb.org/person/carsten-lutz,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,University of Bremen,http://data.semanticweb.org/organization/university-of-bremen,1
Cartic Ramakrishnan,http://data.semanticweb.org/person/cartic-ramakrishnan,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Semantic Web in Use),0,,,,,0,"Kno.e.sis, Wright State University",http://data.semanticweb.org/organization/knoesis-wright-state-university,1
Cecile Bothorel,http://data.semanticweb.org/person/cecile-bothorel,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Semantic Web in Use),0,,,,,0,Telecom Bretagne,http://data.semanticweb.org/organization/telecom-bretagne,1
Charalambos Kontoes,http://data.semanticweb.org/person/charalambos-kontoes,http://data.semanticweb.org/conference/iswc/2012,,0,,,,,0,National Observatory of Athens,http://data.semanticweb.org/organization/national-observatory-of-athens,1
Charalampos Nikolaou,http://data.semanticweb.org/person/charalampos-nikolaou,http://data.semanticweb.org/conference/iswc/2012,,1,http://www.di.uoa.gr/~charnik,,,,0,National and Kapodistrian University of Athens,http://data.semanticweb.org/organization/national-and-kapodistrian-university-of-athens,1
Charis Kontoes,http://data.semanticweb.org/person/charis-kontoes,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,National Observatory of Athens,http://data.semanticweb.org/organization/national-observatory-of-athens,1
Chen Cheng,http://data.semanticweb.org/person/chen-cheng,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,University of Arkansas at Little Rock,http://data.semanticweb.org/organization/university-of-arkansas-at-little-rock,1
Chenghua Lin,http://data.semanticweb.org/person/chenghua-lin,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,"KMi, The Open University",http://data.semanticweb.org/organization/kmi-the-open-university,1
Chenyang Wu,http://data.semanticweb.org/person/chenyang-wu,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,Shanghai Jiao Tong University,http://data.semanticweb.org/organization/shanghai-jiao-tong-university,1
Chiara Ghidini,http://data.semanticweb.org/person/chiara-ghidini,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,Fondazione Bruno Kessler,http://data.semanticweb.org/organization/fondazione-bruno-kessler,1
Chito Jovellanos,http://data.semanticweb.org/person/chito-jovellanos,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,Forward Look,http://data.semanticweb.org/organization/forward-look,1
Chris Baillie,http://data.semanticweb.org/person/chris-baillie,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,University of Aberdeen,http://data.semanticweb.org/organization/university-of-aberdeen,1
Chris Chaulk,http://data.semanticweb.org/person/chris-chaulk,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,EMC Corporation,http://data.semanticweb.org/organization/emc-corporation,1
Chris Mellish,http://data.semanticweb.org/person/chris-mellish,http://data.semanticweb.org/conference/iswc/2012,,2,http://www.csd.abdn.ac.uk/~cmellish,,,,0,University of Aberdeen,http://data.semanticweb.org/organization/university-of-aberdeen,1
Chris Welty,http://data.semanticweb.org/person/chris-welty,http://data.semanticweb.org/conference/iswc/2012,,2,http://www.research.ibm.com/people/w/welty,,,,0,IBM Research,http://data.semanticweb.org/organization/ibm-research,1
Christian Bizer,http://data.semanticweb.org/person/christian-bizer,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Research Track);PC Member at ISWC2012 (Semantic Web in Use),0,,,,,0,Free University of Berlin,http://data.semanticweb.org/organization/free-university-of-berlin,1
Christian Dirschl,http://data.semanticweb.org/person/christian-dirschl,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,Wolters Kluwer,http://data.semanticweb.org/organization/wolters-kluwer,1
Christian Meilicke,http://data.semanticweb.org/person/christian-meilicke,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Evaluation Track),0,,,,,0,University of Mannheim,http://data.semanticweb.org/organization/university-of-mannheim,1
Christian Schallhart,http://data.semanticweb.org/person/christian-schallhart,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,University of Oxford,http://data.semanticweb.org/organization/university-of-oxford,1
Christina Lantzaki,http://data.semanticweb.org/person/christina-lantzaki,http://data.semanticweb.org/conference/iswc/2012,,2,,,,,0,FORTH-ICS,http://data.semanticweb.org/organization/forth-ics,1
Christina Unger,http://data.semanticweb.org/person/christina-unger,http://data.semanticweb.org/conference/iswc/2012,,2,,,,,0,Bielefeld University,http://data.semanticweb.org/organization/bielefeld-university,1
Christophe Guéret,http://data.semanticweb.org/person/christophe-gueret,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Research Track),0,,,,,0,Vrije Universiteit Amsterdam,http://data.semanticweb.org/organization/vrije-universiteit-amsterdam,1
Christopher Brewster,http://data.semanticweb.org/person/christopher-brewster,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Industrial Track);PC Member at ISWC2012 (Semantic Web Challenge),0,,,,,0,Aston University,http://data.semanticweb.org/organization/aston-university,1
Christopher Matheus,http://data.semanticweb.org/person/christopher-matheus,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Research Track),0,,,,,0,Bell Labs,http://data.semanticweb.org/organization/bell-labs,1
Christos Tryfonopoulos,http://data.semanticweb.org/person/christos-tryfonopoulos,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Research Track);PC Member at ISWC2012 (Evaluation Track),0,,,,,0,University of Peloponnese,http://data.semanticweb.org/organization/university-of-peloponnese,1
Claudia d'Amato,http://data.semanticweb.org/person/claudia-damato,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Research Track);Workshops and Tutorials Chair,0,,,,,0,University of Bari,http://data.semanticweb.org/organization/university-of-bari,1
Claudio Gutierrez,http://data.semanticweb.org/person/claudio-gutierrez,http://data.semanticweb.org/conference/iswc/2012,,1,http://www.dcc.uchile.cl/~cgutierr,,,,0,University of Chile,http://data.semanticweb.org/organization/university-of-chile,1
Claus Stadler,http://data.semanticweb.org/person/claus-stadler,http://data.semanticweb.org/conference/iswc/2012,,1,http://bis.informatik.uni-leipzig.de/ClausStadler,,,,0,Leipzig University,http://data.semanticweb.org/organization/leipzig-university,1
Conor Hayes,http://data.semanticweb.org/person/conor-hayes,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Evaluation Track),0,,,,,0,"DERI, Galway",http://data.semanticweb.org/organization/deri-galway,1
Cory Henson,http://data.semanticweb.org/person/cory-henson,http://data.semanticweb.org/conference/iswc/2012,,1,http://knoesis.org/researchers/cory,,,,0,"Kno.e.sis, Wright State University",http://data.semanticweb.org/organization/knoesis-wright-state-university,1
Craig Knoblock,http://data.semanticweb.org/person/craig-knoblock,http://data.semanticweb.org/conference/iswc/2012,PC Member at ISWC2012 (Research Track),2,,,,,0,ISI/USC,http://data.semanticweb.org/organization/isiusc,1
Cristina Sarasua,http://data.semanticweb.org/person/cristina-sarasua,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,"AIFB, University of Karlsruhe",http://data.semanticweb.org/organization/aifb-university-of-karlsruhe,1
Cynthia Chang,http://data.semanticweb.org/person/cynthia-chang,http://data.semanticweb.org/conference/iswc/2012,,1,,,,,0,Rensselaer Polytechnic Institute,http://data.semanticweb.org/organization/rensselaer-polytechnic-institute,1
