name,uri,conf_uri,roles,cnt_role,cnt_paper,homepage,bio,depiction,mbox_sha1sum,cnt_mbox,organization_sample,organization,organization_uri,cnt_org
Christoph Tempich,http://data.semanticweb.org/person/christoph-tempich,http://data.semanticweb.org/conference/iswc/2004,,0,1,,,,,0,,,,0
Christoph Wieser,http://data.semanticweb.org/person/christoph-wieser,http://data.semanticweb.org/conference/iswc/2004,,0,1,,,,,0,,,,0
Christopher J. Matheus,http://data.semanticweb.org/person/christopher-j-matheus,http://data.semanticweb.org/conference/iswc/2004,,0,2,,,,,0,,,,0
Chun-Lin Fan,http://data.semanticweb.org/person/chun-lin-fan,http://data.semanticweb.org/conference/iswc/2004,,0,1,,,,,0,,,,0
Ciaran MacDonaill,http://data.semanticweb.org/person/ciaran-macdonaill,http://data.semanticweb.org/conference/iswc/2004,,0,1,,,,,0,,,,0
Claudio Gutiérrez,http://data.semanticweb.org/person/claudio-gutierrez,http://data.semanticweb.org/conference/iswc/2004,,0,1,,,,,0,,,,0
Cormac Twomey,http://data.semanticweb.org/person/cormac-twomey,http://data.semanticweb.org/conference/iswc/2004,,0,1,,,,,0,,,,0
Craig Knoblock,http://data.semanticweb.org/person/craig-knoblock,http://data.semanticweb.org/conference/iswc/2004,Senior PC member,1,0,,,,,0,University of Southern California,University of Southern California,http://data.semanticweb.org/organization/university-of-southern-california,1
D. Plexousakis,http://data.semanticweb.org/person/d-plexousakis,http://data.semanticweb.org/conference/iswc/2004,Chair,1,0,,,,,0,,,,0
Dae Woo Choi,http://data.semanticweb.org/person/dae-woo-choi,http://data.semanticweb.org/conference/iswc/2004,,0,1,,,,,0,,,,0
Daisuke Kanjo,http://data.semanticweb.org/person/daisuke-kanjo,http://data.semanticweb.org/conference/iswc/2004,,0,1,,,,,0,,,,0
Daisuke Yamamoto,http://data.semanticweb.org/person/daisuke-yamamoto,http://data.semanticweb.org/conference/iswc/2004,,0,1,,,,,0,,,,0
Damian Gessler,http://data.semanticweb.org/person/damian-gessler,http://data.semanticweb.org/conference/iswc/2004,,0,1,,,,,0,,,,0
Damyan Ognyanoff,http://data.semanticweb.org/person/damyan-ognyanoff,http://data.semanticweb.org/conference/iswc/2004,,0,1,,,,,0,,,,0
Dan Vodislav,http://data.semanticweb.org/person/dan-vodislav,http://data.semanticweb.org/conference/iswc/2004,PC member,1,0,,,,,0,CNAM,CNAM,http://data.semanticweb.org/organization/cnam,1
Dana Florescu,http://data.semanticweb.org/person/dana-florescu,http://data.semanticweb.org/conference/iswc/2004,PC member,1,0,,,,,0,"BEA Systems, Inc.","BEA Systems, Inc.",http://data.semanticweb.org/organization/bea-systems-inc,1
Dana S. Nau,http://data.semanticweb.org/person/dana-s-nau,http://data.semanticweb.org/conference/iswc/2004,,0,1,,,,,0,,,,0
Daniel C. Berrios,http://data.semanticweb.org/person/daniel-c-berrios,http://data.semanticweb.org/conference/iswc/2004,,0,1,,,,,0,,,,0
Daniel Elenius,http://data.semanticweb.org/person/daniel-elenius,http://data.semanticweb.org/conference/iswc/2004,,0,1,,,,,0,,,,0
Daniela Florescu,http://data.semanticweb.org/person/daniela-florescu,http://data.semanticweb.org/conference/iswc/2004,Tutorial Organizer,1,0,,,,,0,,,,0
Darina Dicheva,http://data.semanticweb.org/person/darina-dicheva,http://data.semanticweb.org/conference/iswc/2004,Workshop Chair,1,1,,,,,0,,,,0
Darren Marvin,http://data.semanticweb.org/person/darren-marvin,http://data.semanticweb.org/conference/iswc/2004,,0,1,,,,,0,,,,0
David Karger,http://data.semanticweb.org/person/david-karger,http://data.semanticweb.org/conference/iswc/2004,,0,1,,,,,0,,,,0
David Kinny,http://data.semanticweb.org/person/david-kinny,http://data.semanticweb.org/conference/iswc/2004,PC member,1,0,,,,,0,Agentis Software,Agentis Software,http://data.semanticweb.org/organization/agentis-software,1
David Martin,http://data.semanticweb.org/person/david-martin,http://data.semanticweb.org/conference/iswc/2004,PC member; Workshop Chair,2,1,,,,,0,SRI International,SRI International,http://data.semanticweb.org/organization/sri-international,1
David O'Sullivan,http://data.semanticweb.org/person/david-osullivan,http://data.semanticweb.org/conference/iswc/2004,,0,1,,,,,0,,,,0
David Price,http://data.semanticweb.org/person/david-price,http://data.semanticweb.org/conference/iswc/2004,,0,1,,,,,0,,,,0
David R. Hall,http://data.semanticweb.org/person/david-r-hall,http://data.semanticweb.org/conference/iswc/2004,,0,1,,,,,0,,,,0
David Roure,http://data.semanticweb.org/person/david-roure,http://data.semanticweb.org/conference/iswc/2004,,0,1,,,,,0,,,,0
David W. Walker,http://data.semanticweb.org/person/david-w-walker,http://data.semanticweb.org/conference/iswc/2004,,0,1,,,,,0,,,,0
Dean Allemang,http://data.semanticweb.org/person/dean-allemang,http://data.semanticweb.org/conference/iswc/2004,Industrial Track Chair,1,1,,,,,0,TopQuadrant Inc.,TopQuadrant Inc.,http://data.semanticweb.org/organization/topquadrant-inc,1
Deborah McGuinness,http://data.semanticweb.org/person/deborah-mcguinness,http://data.semanticweb.org/conference/iswc/2004,Senior PC member,1,1,,,,,0,Stanford University,Stanford University,http://data.semanticweb.org/organization/stanford-university,1
Denilson Sell,http://data.semanticweb.org/person/denilson-sell,http://data.semanticweb.org/conference/iswc/2004,,0,1,,,,,0,,,,0
Dennis Quan,http://data.semanticweb.org/person/dennis-quan,http://data.semanticweb.org/conference/iswc/2004,,0,2,,,,,0,,,,0
Diana Maynard,http://data.semanticweb.org/person/diana-maynard,http://data.semanticweb.org/conference/iswc/2004,PC member,1,0,,,,,0,University of Sheffield,University of Sheffield,http://data.semanticweb.org/organization/university-of-sheffield,1
Diego Calvanese,http://data.semanticweb.org/person/diego-calvanese,http://data.semanticweb.org/conference/iswc/2004,PC member,1,0,,,,,0,Free University of Bozen-Bolzano,Free University of Bozen-Bolzano,http://data.semanticweb.org/organization/free-university-of-bozen-bolzano,1
Dimitar Manov,http://data.semanticweb.org/person/dimitar-manov,http://data.semanticweb.org/conference/iswc/2004,,0,1,,,,,0,,,,0
Dimitri Konstantas,http://data.semanticweb.org/person/dimitri-konstantas,http://data.semanticweb.org/conference/iswc/2004,,0,1,,,,,0,,,,0
Dimitris Kotzinos,http://data.semanticweb.org/person/dimitris-kotzinos,http://data.semanticweb.org/conference/iswc/2004,,0,1,,,,,0,,,,0
Dimitris Plexousakis,http://data.semanticweb.org/person/dimitris-plexousakis,http://data.semanticweb.org/conference/iswc/2004,Program Chair,1,0,,,,,0,University of Crete,University of Crete,http://data.semanticweb.org/organization/university-of-crete,1
Djamel Zighed,http://data.semanticweb.org/person/djamel-zighed,http://data.semanticweb.org/conference/iswc/2004,PC member,1,0,,,,,0,University of Lyon,University of Lyon,http://data.semanticweb.org/organization/university-of-lyon,1
Dmitry Tsarkov,http://data.semanticweb.org/person/dmitry-tsarkov,http://data.semanticweb.org/conference/iswc/2004,,0,1,,,,,0,,,,0
Donald Kossman,http://data.semanticweb.org/person/donald-kossman,http://data.semanticweb.org/conference/iswc/2004,Tutorial Organizer,1,0,,,,,0,,,,0
Drew McDermott,http://data.semanticweb.org/person/drew-mcdermott,http://data.semanticweb.org/conference/iswc/2004,PC member,1,0,,,,,0,Yale University,Yale University,http://data.semanticweb.org/organization/yale-university,1
Duncan Hull,http://data.semanticweb.org/person/duncan-hull,http://data.semanticweb.org/conference/iswc/2004,,0,1,,,,,0,,,,0
E. Cusenza,http://data.semanticweb.org/person/e-cusenza,http://data.semanticweb.org/conference/iswc/2004,,0,1,,,,,0,,,,0
Eamonn McQuade,http://data.semanticweb.org/person/eamonn-mcquade,http://data.semanticweb.org/conference/iswc/2004,,0,1,,,,,0,,,,0
Eddie Johnston,http://data.semanticweb.org/person/eddie-johnston,http://data.semanticweb.org/conference/iswc/2004,,0,1,,,,,0,,,,0
Edgard Costa Oliveira,http://data.semanticweb.org/person/edgard-costa-oliveira,http://data.semanticweb.org/conference/iswc/2004,,0,1,,,,,0,,,,0
Edward Feigenbaum,http://data.semanticweb.org/person/edward-feigenbaum,http://data.semanticweb.org/conference/iswc/2004,Speaker,1,0,,,,,0,,,,0
Eero Hyvönen,http://data.semanticweb.org/person/eero-hyvoenen,http://data.semanticweb.org/conference/iswc/2004,,0,2,,,,,0,,,,0
Eetu Mäkelä,http://data.semanticweb.org/person/eetu-maekelae,http://data.semanticweb.org/conference/iswc/2004,,0,2,,,,,0,,,,0
Enrico Motta,http://data.semanticweb.org/person/enrico-motta,http://data.semanticweb.org/conference/iswc/2004,,0,3,,,,,0,The Open University,The Open University,http://data.semanticweb.org/organization/the-open-university,1
Enrique Alfonseca,http://data.semanticweb.org/person/enrique-alfonseca,http://data.semanticweb.org/conference/iswc/2004,,0,2,,,,,0,,,,0
Evren Sirin,http://data.semanticweb.org/person/evren-sirin,http://data.semanticweb.org/conference/iswc/2004,,0,5,,,,,0,,,,0
Farshad Hakimpour,http://data.semanticweb.org/person/farshad-hakimpour,http://data.semanticweb.org/conference/iswc/2004,,0,1,,,,,0,,,,0
Fausto Giunchiglia,http://data.semanticweb.org/person/fausto-giunchiglia,http://data.semanticweb.org/conference/iswc/2004,PC member,1,1,,,,,0,University of Trento,University of Trento,http://data.semanticweb.org/organization/university-of-trento,1
Fereidoon Sadri,http://data.semanticweb.org/person/fereidoon-sadri,http://data.semanticweb.org/conference/iswc/2004,PC member,1,0,,,,,0,University of North Carolina,University of North Carolina,http://data.semanticweb.org/organization/university-of-north-carolina,1
Floriana Esposito,http://data.semanticweb.org/person/floriana-esposito,http://data.semanticweb.org/conference/iswc/2004,,0,1,,,,,0,,,,0
Francois Bry,http://data.semanticweb.org/person/francois-bry,http://data.semanticweb.org/conference/iswc/2004,PC member,1,1,,,,,0,Ludwig Maximilian University of Munich,Ludwig Maximilian University of Munich,http://data.semanticweb.org/organization/ludwig-maximilian-university-of-munich,1
Frank McCabe,http://data.semanticweb.org/person/frank-mccabe,http://data.semanticweb.org/conference/iswc/2004,PC member,1,0,,,,,0,Fujitsu,Fujitsu,http://data.semanticweb.org/organization/fujitsu,1
Frank van Harmelen,http://data.semanticweb.org/person/frank-van-harmelen,http://data.semanticweb.org/conference/iswc/2004,Chair; Conference Chair,2,1,,,,,0,VU University Amsterdam,VU University Amsterdam,http://data.semanticweb.org/organization/vu-university-amsterdam,1
Fumihiro Kato,http://data.semanticweb.org/person/fumihiro-kato,http://data.semanticweb.org/conference/iswc/2004,,0,1,,,,,0,,,,0
Gary Clemo,http://data.semanticweb.org/person/gary-clemo,http://data.semanticweb.org/conference/iswc/2004,,0,1,,,,,0,,,,0
Gary S. Schiltz,http://data.semanticweb.org/person/gary-s-schiltz,http://data.semanticweb.org/conference/iswc/2004,,0,1,,,,,0,,,,0
Geert-Jan Houben,http://data.semanticweb.org/person/geert-jan-houben,http://data.semanticweb.org/conference/iswc/2004,Tutorial Organizer,1,0,,,,,0,,,,0
Georg Gottlob,http://data.semanticweb.org/person/georg-gottlob,http://data.semanticweb.org/conference/iswc/2004,,0,1,,,,,0,,,,0
Georg Lausen,http://data.semanticweb.org/person/georg-lausen,http://data.semanticweb.org/conference/iswc/2004,PC member,1,0,,,,,0,University of Freiburg,University of Freiburg,http://data.semanticweb.org/organization/university-of-freiburg,1
Gerd Stumme,http://data.semanticweb.org/person/gerd-stumme,http://data.semanticweb.org/conference/iswc/2004,PC member,1,0,,,,,0,University of Kassel,University of Kassel,http://data.semanticweb.org/organization/university-of-kassel,1
Gerd Wagner,http://data.semanticweb.org/person/gerd-wagner,http://data.semanticweb.org/conference/iswc/2004,,0,1,,,,,0,,,,0
Gerhard Weiss,http://data.semanticweb.org/person/gerhard-weiss,http://data.semanticweb.org/conference/iswc/2004,,0,1,,,,,0,,,,0
Gianluca Tonti,http://data.semanticweb.org/person/gianluca-tonti,http://data.semanticweb.org/conference/iswc/2004,,0,1,,,,,0,,,,0
Giovanni Semeraro,http://data.semanticweb.org/person/giovanni-semeraro,http://data.semanticweb.org/conference/iswc/2004,,0,1,,,,,0,,,,0
Gregory Cobena,http://data.semanticweb.org/person/gregory-cobena,http://data.semanticweb.org/conference/iswc/2004,PC member,1,0,,,,,0,Xyleme,Xyleme,http://data.semanticweb.org/organization/xyleme,1
Grigoris Antoniou,http://data.semanticweb.org/person/grigoris-antoniou,http://data.semanticweb.org/conference/iswc/2004,PC member; Workshop Chair,2,1,,,,,0,FORTH-ICS,FORTH-ICS,http://data.semanticweb.org/organization/forth-ics,1
Grit Denker,http://data.semanticweb.org/person/grit-denker,http://data.semanticweb.org/conference/iswc/2004,PC member,1,2,,,,,0,SRI International,SRI International,http://data.semanticweb.org/organization/sri-international,1
Guizhen Yang,http://data.semanticweb.org/person/guizhen-yang,http://data.semanticweb.org/conference/iswc/2004,PC member,1,0,,,,,0,University at Buffalo,University at Buffalo,http://data.semanticweb.org/organization/university-at-buffalo,1
Gunnar Aastrand Grimnes,http://data.semanticweb.org/person/gunnar-aastrand-grimnes,http://data.semanticweb.org/conference/iswc/2004,,0,1,,,,,0,,,,0
Guoton Xie,http://data.semanticweb.org/person/guoton-xie,http://data.semanticweb.org/conference/iswc/2004,,0,1,,,,,0,,,,0
Guus Schreiber,http://data.semanticweb.org/person/guus-schreiber,http://data.semanticweb.org/conference/iswc/2004,Senior PC member; Tutorial Organizer,2,1,,,,,0,VU University Amsterdam,VU University Amsterdam,http://data.semanticweb.org/organization/vu-university-amsterdam,1
Hai Wang,http://data.semanticweb.org/person/hai-wang,http://data.semanticweb.org/conference/iswc/2004,,0,1,,,,,0,,,,0
Haibo Yu,http://data.semanticweb.org/person/haibo-yu,http://data.semanticweb.org/conference/iswc/2004,,0,1,,,,,0,,,,0
Hamish Cunningham,http://data.semanticweb.org/person/hamish-cunningham,http://data.semanticweb.org/conference/iswc/2004,Senior PC member,1,0,,,,,0,University of Sheffield,University of Sheffield,http://data.semanticweb.org/organization/university-of-sheffield,1
Harith Alani,http://data.semanticweb.org/person/harith-alani,http://data.semanticweb.org/conference/iswc/2004,,0,1,,,,,0,,,,0
Harold Boley,http://data.semanticweb.org/person/harold-boley,http://data.semanticweb.org/conference/iswc/2004,Workshop Chair,1,0,,,,,0,,,,0
Hasan Davulcu,http://data.semanticweb.org/person/hasan-davulcu,http://data.semanticweb.org/conference/iswc/2004,PC member,1,0,,,,,0,Arizona State University,Arizona State University,http://data.semanticweb.org/organization/arizona-state-university,1
Heikki Helin,http://data.semanticweb.org/person/heikki-helin,http://data.semanticweb.org/conference/iswc/2004,,0,1,,,,,0,,,,0
Heiner Stuckenschmidt,http://data.semanticweb.org/person/heiner-stuckenschmidt,http://data.semanticweb.org/conference/iswc/2004,PC member; Tutorial Organizer,2,1,,,,,0,VU University Amsterdam,VU University Amsterdam,http://data.semanticweb.org/organization/vu-university-amsterdam,1
Henryk Rybinski,http://data.semanticweb.org/person/henryk-rybinski,http://data.semanticweb.org/conference/iswc/2004,PC member,1,0,,,,,0,Warsaw University of Technology,Warsaw University of Technology,http://data.semanticweb.org/organization/warsaw-university-of-technology,1
Herman J. ter Horst,http://data.semanticweb.org/person/herman-j-ter-horst,http://data.semanticweb.org/conference/iswc/2004,PC member,1,1,,,,,0,Philips Research,Philips Research,http://data.semanticweb.org/organization/philips-research,1
Hideaki Takeda,http://data.semanticweb.org/person/hideaki-takeda,http://data.semanticweb.org/conference/iswc/2004,Local Organizing Committee Member; Senior PC member,2,3,,,,,0,National Institute of Informatics,National Institute of Informatics,http://data.semanticweb.org/organization/national-institute-of-informatics,1
Hideo Shimazu,http://data.semanticweb.org/person/hideo-shimazu,http://data.semanticweb.org/conference/iswc/2004,Local Organizing Committee Member,1,0,,,,,0,NEC,NEC,http://data.semanticweb.org/organization/nec,1
Hirokazu Taki,http://data.semanticweb.org/person/hirokazu-taki,http://data.semanticweb.org/conference/iswc/2004,,0,1,,,,,0,,,,0
Hiroki Uematsu,http://data.semanticweb.org/person/hiroki-uematsu,http://data.semanticweb.org/conference/iswc/2004,,0,1,,,,,0,,,,0
